CLAVE;SITIO;ORGANISMO_DE_CUENCA;ESTADO;MUNICIPIO;CUENCA;CUERPO DE AGUA;TIPO;SUBTIPO;LONGITUD;LATITUD;PERIODO;DBO_mg/L;CALIDAD_DBO;DQO_mg/L;CALIDAD_DQO;SST_mg/L;CALIDAD_SST;COLI_FEC_NMP_100mL;CALIDAD_COLI_FEC;E_COLI_NMP_100mL;CALIDAD_E_COLI;ENTEROC_NMP_100mL;CALIDAD_ENTEROC;OD_PORC;CALIDAD_OD_PORC;OD_PORC_SUP;CALIDAD_OD_PORC_SUP;OD_PORC_MED;CALIDAD_OD_PORC_MED;OD_PORC_FON;CALIDAD_OD_PORC_FON;TOX_D_48_UT;CALIDAD_TOX_D_48;TOX_V_15_UT;CALIDAD_TOX_V_15;TOX_D_48_SUP_UT;CALIDAD TOX_D_48_SUP;TOX_D_48_FON_UT;CALIDAD_TOX_D_48_FON;TOX_FIS_SUP_15_UT;CALIDAD_TOX_FIS_SUP_15;TOX_FIS_FON_15_UT;CALIDAD_TOX_FIS_FON_15;SEMAFORO;CONTAMINANTES;CUMPLE_CON_DBO;CUMPLE_CON_DQO;CUMPLE_CON_SST;CUMPLE_CON_CF;CUMPLE_CON_E_COLI;CUMPLE_CON_ENTEROC;CUMPLE_CON_OD;CUMPLE_CON_TOX;GRUPO
OCPYU4903;L7 CHACMOCHUC;PENINSULA DE YUCATAN;QUINTANA ROO;BENITO JUAREZ;YUCATAN (RESTO DE RH 32);LAGUNA CHACMOCHUC;COSTERO;LAGUNA;-8.683.889;2.135.167;2020;;;;;31;Buena calidad;;;;;<3;Excelente;;;73.5;Excelente;;;73;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4904;L6 CHACMOCHUC;PENINSULA DE YUCATAN;QUINTANA ROO;BENITO JUAREZ;YUCATAN (RESTO DE RH 32);LAGUNA CHACMOCHUC;COSTERO;LAGUNA;-8.681.694;2.135.220;2020;;;;;57;Buena calidad;;;;;<3;Excelente;;;73.1;Excelente;;;72.7;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4905;L8 CHACMOCHUC;PENINSULA DE YUCATAN;QUINTANA ROO;BENITO JUAREZ;YUCATAN (RESTO DE RH 32);LAGUNA CHACMOCHUC;COSTERO;LAGUNA;-8.682.500;2.138.444;2020;;;;;62;Buena calidad;;;;;<3;Excelente;;;68.4;Buena calidad;;;68;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4906;L9 CHACMOCHUC;PENINSULA DE YUCATAN;QUINTANA ROO;BENITO JUAREZ;YUCATAN (RESTO DE RH 32);LAGUNA CHACMOCHUC;COSTERO;LAGUNA;-8.685.278;2.138.444;2020;;;;;16;Excelente;;;;;<3;Excelente;;;67.5;Buena calidad;;;67;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4907;HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 1;PENINSULA DE YUCATAN;QUINTANA ROO;LAZARO CARDENAS;YUCATAN (RESTO DE RH 32);HUMEDAL DE RIA LAGARTOS;COSTERO (HUMEDAL);ESTERO;-8.748.804;2.147.786;2020;;;;;28;Buena calidad;;;;;9;Excelente;;;44.6;Aceptable;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4908;EL CUYO;PENINSULA DE YUCATAN;YUCATAN;TIZIMIN;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO;OCEANO-MAR;-8.767.740;2.152.011;2020;;;;;17;Excelente;;;;;<3;Excelente;;;59.9;Buena calidad;;;58.7;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4909;HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 2;PENINSULA DE YUCATAN;YUCATAN;RIO LAGARTOS;YUCATAN (RESTO DE RH 32);HUMEDAL DE RIA LAGARTOS;COSTERO (HUMEDAL);ESTERO;-8.786.494;2.157.138;2020;;;;;39;Buena calidad;;;;;4;Excelente;;;;;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;ND;SI;COSTERO
OCPYU4910;HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 3;PENINSULA DE YUCATAN;YUCATAN;RIO LAGARTOS;YUCATAN (RESTO DE RH 32);HUMEDAL DE RIA LAGARTOS;COSTERO (HUMEDAL);ESTERO;-8.791.356;2.159.196;2020;;;;;51;Buena calidad;;;;;23;Excelente;;;;;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;ND;SI;COSTERO
OCPYU4911;COLORADAS;PENINSULA DE YUCATAN;YUCATAN;RIO LAGARTOS;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO (HUMEDAL);OCEANO-MAR;-8.800.683;2.161.044;2020;;;;;15;Excelente;;;;;<3;Excelente;;;72.4;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4912W1;HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 5;PENINSULA DE YUCATAN;YUCATAN;RIO LAGARTOS;YUCATAN (RESTO DE RH 32);RIA LAGARTOS;LOTICO - COSTERO (HUMEDAL);RIO;-8.805.565;2.159.318;2020;;;;;31;Buena calidad;;;;;4;Excelente;;;57.4;Buena calidad;;;56.3;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4913;HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 6;PENINSULA DE YUCATAN;YUCATAN;RIO LAGARTOS;YUCATAN (RESTO DE RH 32);RIA LAGARTOS;COSTERO (HUMEDAL);MANGLAR;-8.814.911;2.160.022;2020;;;;;52;Buena calidad;;;;;23;Excelente;;;40.5;Aceptable;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4914;HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 4;PENINSULA DE YUCATAN;YUCATAN;SAN FELIPE;YUCATAN (RESTO DE RH 32);RIA LAGARTOS;COSTERO (HUMEDAL);MANGLAR;-8.822.769;2.157.228;2020;;;;;27;Buena calidad;;;;;9;Excelente;;;54.7;Buena calidad;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4915;HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 7;PENINSULA DE YUCATAN;YUCATAN;SAN FELIPE;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO (HUMEDAL);OCEANO-MAR;-8.823.712;2.156.830;2020;;;;;22;Excelente;;;;;<3;Excelente;;;42.5;Aceptable;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4916;SAN FELIPE;PENINSULA DE YUCATAN;YUCATAN;SAN FELIPE;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO (HUMEDAL);OCEANO-MAR;-8.824.193;2.156.851;2020;;;;;32;Buena calidad;;;;;4;Excelente;;;43.7;Aceptable;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4935;PUENTE PROGRESO YUCALPETEN;PENINSULA DE YUCATAN;YUCATAN;PROGRESO;YUCATAN (RESTO DE RH 32);PUERTO ABRIGO PROGRESO;COSTERO (HUMEDAL);OCEANO-MAR;-8.970.145;2.126.780;2020;;;;;27;Buena calidad;;;;;4;Excelente;;;53.5;Buena calidad;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4936;DESEMBOCADURA DEL PUERTO DE ABRIGO DE PROGRESO;PENINSULA DE YUCATAN;YUCATAN;PROGRESO;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO;OCEANO-MAR;-8.970.366;2.128.095;2020;;;;;21;Excelente;;;;;9;Excelente;;;62.5;Buena calidad;;;62;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4937;PROGRESO;PENINSULA DE YUCATAN;YUCATAN;PROGRESO;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO;OCEANO-MAR;-8.966.770;2.128.721;2020;;;;;36;Buena calidad;;;;;7;Excelente;;;67;Buena calidad;;;65.7;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4938;PUERTO PROGRESO 2;PENINSULA DE YUCATAN;YUCATAN;PROGRESO;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO;OCEANO-MAR;-8.960.728;2.129.770;2020;;;;;23;Excelente;;;;;4;Excelente;;;53.8;Buena calidad;;;53.5;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4939;PUERTO PROGRESO 1;PENINSULA DE YUCATAN;YUCATAN;PROGRESO;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO;OCEANO-MAR;-8.956.637;2.130.405;2020;;;;;31;Buena calidad;;;;;9;Excelente;;;43.4;Aceptable;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4940;TELCHAC;PENINSULA DE YUCATAN;YUCATAN;TELCHAC PUERTO;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO;OCEANO-MAR;-8.926.385;2.134.530;2020;;;;;78;Aceptable;;;;;<3;Excelente;;;76.8;Excelente;;;73.5;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4941;CHABIHAU;PENINSULA DE YUCATAN;YUCATAN;YOBAIN;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO (HUMEDAL);OCEANO-MAR;-8.911.790;2.135.767;2020;;;;;65;Buena calidad;;;;;4;Excelente;;;79.3;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4942;DZILAM DE BRAVO;PENINSULA DE YUCATAN;YUCATAN;DZILAM DE BRAVO;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO (HUMEDAL);OCEANO-MAR;-8.889.789;2.139.256;2020;;;;;28;Buena calidad;;;;;<3;Excelente;;;53.6;Buena calidad;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4949;PARQUE ESTATAL LAGUNAS DE YALAHAU 2;PENINSULA DE YUCATAN;YUCATAN;HOMUN;YUCATAN (RESTO DE RH 32);LAGUNA DE YALAHAU;LENTICO (HUMEDAL);LAGO;-8.921.893;2.065.711;2020;14.7;Aceptable;48.4;Contaminada;13;Excelente;1500;Contaminada;280;Buena calidad;;;;;48.8;Aceptable;;;;;;;;;<1;No Toxico;;;<1;No Toxico;;;Rojo;DQO,CF,;SI;NO;SI;NO;SI;ND;SI;SI;LENTICO
OCPYU4967;SISAL;PENINSULA DE YUCATAN;YUCATAN;HUNUCMA;YUCATAN (RESTO DE RH 32);GOLFO DE MEXICO;COSTERO;OCEANO-MAR;-9.003.312;2.116.805;2020;;;;;70;Buena calidad;;;;;4;Excelente;;;60.2;Buena calidad;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4968;RESERVA DE LA BIOSFERA RIA CELESTUN 3;PENINSULA DE YUCATAN;YUCATAN;CELESTUN;YUCATAN (RESTO DE RH 32);RIA CELESTUN;COSTERO (HUMEDAL);ESTERO;-9.034.974;2.093.320;2020;;;;;<10;Excelente;;;;;4;Excelente;;;84.2;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4969;RESERVA DE LA BIOSFERA RIA CELESTUN 1;PENINSULA DE YUCATAN;YUCATAN;CELESTUN;YUCATAN (RESTO DE RH 32);RIA CELESTUN;COSTERO (HUMEDAL);ESTERO;-9.035.282;2.091.112;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;86.8;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4970;RESERVA DE LA BIOSFERA;PENINSULA DE YUCATAN;YUCATAN;CELESTUN;YUCATAN (RESTO DE RH 32);RIA CELESTUN;COSTERO (HUMEDAL);ESTERO;-9.035.449;2.088.830;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;95.6;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4971;RESERVA DE LA BIOSFERA RIA CELESTUN 2;PENINSULA DE YUCATAN;YUCATAN;CELESTUN;YUCATAN (RESTO DE RH 32);RIA CELESTUN;COSTERO (HUMEDAL);ESTERO;-9.038.150;2.084.683;2020;;;;;<10;Excelente;;;;;4;Excelente;;;111.7;Buena calidad;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCPYU4972;RESERVA DE LA BIOSFERA CELESTUN;PENINSULA DE YUCATAN;YUCATAN;CELESTUN;YUCATAN (RESTO DE RH 32);RIA CELESTUN;COSTERO (HUMEDAL);ESTERO;-9.038.184;2.085.790;2020;;;;;16;Excelente;;;;;9;Excelente;;;115.2;Buena calidad;;;114.9;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCRBR4974M2;RIO PESQUERIA EN AVENIDA PARQUE INDUSTRIAL;RIO BRAVO;NUEVO LEON;GENERAL ESCOBEDO;RIO PESQUERIA;RIO PESQUERIA;LOTICO;RIO;-10.034.495;2.581.193;2020;10.68;Aceptable;28.98;Aceptable;17.2;Excelente;24196;Fuertemente contaminada;24196;Fuertemente contaminada;;;139.8;Contaminada;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,OD%L,;SI;SI;SI;NO;NO;ND;NO;SI;LOTICO
OCRBR4975M2;RIO PESQUERIA AGUAS ABAJO PUENTE ALCALI;RIO BRAVO;NUEVO LEON;GARCIA;RIO PESQUERIA;RIO PESQUERIA;LOTICO;RIO;-10.053.198;2.578.460;2020;47.6;Contaminada;161.15;Contaminada;79.33;Aceptable;241960;Fuertemente contaminada;241960;Fuertemente contaminada;;;<10;Fuertemente contaminada;;;;;;;1.761;Toxicidad moderada;<1;No Toxico;;;;;;;;;Rojo;DBO,DQO,CF,E_COLI,OD%L,;NO;NO;SI;NO;NO;ND;NO;SI;LOTICO
OCRBR4976M2;RIO ALAMO POBLADO PALO ALTO;RIO BRAVO;NUEVO LEON;PARAS;RIO ALAMO;RIO ALAMO;LOTICO;RIO;-9.975.414;2.649.475;2020;<2;Excelente;10.82;Buena calidad;11.75;Excelente;5794;Contaminada;20;Excelente;;;95.9;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCRBR4977M1;PUENTE CARRETERA A COLOMBIA AGUAS ARRIBA;RIO BRAVO;NUEVO LEON;VILLALDAMA;RIO SALADO;RIO SABINAS;LOTICO;RIO;-10.043.459;2.650.590;2020;<2;Excelente;<10;Excelente;13.56;Excelente;1396;Contaminada;10;Excelente;;;85.1;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCRBR4978M1;CHARCO DEL LOBO;RIO BRAVO;NUEVO LEON;SABINAS HIDALGO;RIO SALADO;RIO SABINAS;LOTICO;RIO;-10.021.079;2.649.355;2020;<2;Excelente;<10;Excelente;<10;Excelente;12033;Fuertemente contaminada;145;Buena calidad;;;115.7;Buena calidad;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCRBR4979M1;TOMA SANTA FE;RIO BRAVO;NUEVO LEON;VILLALDAMA;RIO SALADO;RIO SABINAS;LOTICO;RIO;-10.041.916;2.649.718;2020;<2;Excelente;<10;Excelente;11.32;Excelente;1198;Contaminada;20;Excelente;;;93.3;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCRBR4981M1;RIO CANDELA FRENTE A EJIDO HORCONES;RIO BRAVO;NUEVO LEON;LAMPAZOS DE NARANJO;RIO SALADO;RIO CANDELA;LOTICO;RIO;-10.041.341;2.717.150;2020;<2;Excelente;<10;Excelente;31;Buena calidad;2400;Contaminada;2400;Fuertemente contaminada;;;90.6;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCRBR4982M1;CAÑON RIO BUSTAMANTE;RIO BRAVO;NUEVO LEON;BUSTAMANTE;RIO SALADO;RIO BUSTAMANTE;LOTICO;RIO;-10.053.770;2.654.214;2020;<2;Excelente;<10;Excelente;<10;Excelente;2613;Contaminada;73;Excelente;;;93.4;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCRBR4983M1;RIO CANDELA (PASO DE LAGUNA EN CARROZA AGUAS ARRIBA LAMPAZOS);RIO BRAVO;NUEVO LEON;LAMPAZOS DE NARANJO;RIO SALADO;RIO CANDELA;LOTICO;RIO;-10.053.690;2.702.373;2020;<2;Excelente;<10;Excelente;<10;Excelente;1334;Contaminada;20;Excelente;;;119.2;Buena calidad;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCRBR4984M1;RIO CANDELA (AGUAS ABAJO DE LAGUNAS DE OXIDACION DE LAMPAZOS);RIO BRAVO;NUEVO LEON;LAMPAZOS DE NARANJO;RIO SALADO;RIO CANDELA;LOTICO;RIO;-10.053.735;2.704.247;2020;<2;Excelente;<10;Excelente;21.52;Excelente;1291;Contaminada;10;Excelente;;;94.4;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCRBR4986M1;RIO SALADO AGUAS ARRIBA DE LA PTAR ANAHUAC;RIO BRAVO;NUEVO LEON;ANAHUAC;RIO SALADO;RIO SALADO;LOTICO;RIO;-10.014.017;2.723.572;2020;<2;Excelente;<10;Excelente;37.27;Buena calidad;2723;Contaminada;650;Aceptable;;;94.4;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCRBR4987M1;RIO SALADO (AGUAS DEBAJO DE PTAR ANAHUAC);RIO BRAVO;NUEVO LEON;ANAHUAC;RIO SALADO;RIO SALADO;LOTICO;RIO;-10.002.195;2.716.863;2020;<2;Excelente;15.19;Buena calidad;40.83;Buena calidad;1872;Contaminada;20;Excelente;;;137.8;Contaminada;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,OD%L,;SI;SI;SI;NO;SI;ND;NO;SI;LOTICO
OCRBR4988M1;RIO SALADO (PASO DE LAS MUJERES);RIO BRAVO;NUEVO LEON;ANAHUAC;RIO SALADO;RIO SALADO;LOTICO;RIO;-9.986.941;2.688.765;2020;<2;Excelente;<10;Excelente;29.1;Buena calidad;2613;Contaminada;<3;Excelente;;;131.5;Contaminada;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,OD%L,;SI;SI;SI;NO;SI;ND;NO;SI;LOTICO
OCRBR4991M1;RIO SALINAS AGUAS ARRIBA PTAR MINA;RIO BRAVO;NUEVO LEON;MINA;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.051.964;2.598.879;2020;<2;Excelente;10.08;Buena calidad;85.7;Aceptable;24196;Fuertemente contaminada;10;Excelente;;;102.6;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCRBR4992M1;RIO SALINAS AGUAS ABAJO PTAR MINA;RIO BRAVO;NUEVO LEON;MINA;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.051.886;2.598.908;2020;7.86;Aceptable;33.93;Aceptable;105.2;Aceptable;12997;Fuertemente contaminada;206;Buena calidad;;;92.8;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCRBR4993M1;RIO SALINAS (AGUAS ARRIBA LAGUNA OX. HIDALGO);RIO BRAVO;NUEVO LEON;HIDALGO;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.043.202;2.597.253;2020;<2;Excelente;20.16;Aceptable;382.67;Contaminada;15000;Fuertemente contaminada;11600;Fuertemente contaminada;;;97.5;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;SST,CF,E_COLI,;SI;SI;NO;NO;NO;ND;SI;SI;LOTICO
OCRBR4994M1;RIO SALINAS (AGUAS ARRIBA PTAR ABASOLO);RIO BRAVO;NUEVO LEON;ABASOLO;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.040.315;2.594.284;2020;<2;Excelente;22.68;Aceptable;426;Fuertemente contaminada;32550;Fuertemente contaminada;16700;Fuertemente contaminada;;;96.9;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;SST,CF,E_COLI,;SI;SI;NO;NO;NO;ND;SI;SI;LOTICO
OCRBR4995M1;RIO SALINAS (AGUAS ARRIBA PTAR EL CARMEN);RIO BRAVO;NUEVO LEON;EL CARMEN;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.035.395;2.592.940;2020;<2;Excelente;17.64;Buena calidad;<10;Excelente;1650;Contaminada;31;Excelente;;;114.8;Buena calidad;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCRBR4996M1;RIO SALINAS (AGUAS ABAJO LAGUNAS DEL CARMEN);RIO BRAVO;NUEVO LEON;EL CARMEN;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.031.990;2.594.044;2020;4.2;Buena calidad;22.9;Aceptable;18.29;Excelente;2481;Contaminada;<3;Excelente;;;182.6;Fuertemente contaminada;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,OD%L,;SI;SI;SI;NO;SI;ND;NO;SI;LOTICO
OCRBR4997M1;RIO SALINAS (AGUAS ABAJO PTAR SALINAS VICTORIA);RIO BRAVO;NUEVO LEON;SALINAS VICTORIA;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.026.706;2.596.954;2020;6.4;Aceptable;22.68;Aceptable;28.05;Buena calidad;24196;Fuertemente contaminada;15531;Fuertemente contaminada;;;129.3;Aceptable;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCRBR5000M1;CIENEGA DE FLORES;RIO BRAVO;NUEVO LEON;CIENEGA DE FLORES;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.017.044;2.595.033;2020;5.62;Buena calidad;<10;Excelente;29.3;Buena calidad;1935;Contaminada;384;Buena calidad;;;140.3;Contaminada;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,OD%L,;SI;SI;SI;NO;SI;ND;NO;SI;LOTICO
OCRBR5002M1;AGUAS ARRIBA DEL RASTRO TIF;RIO BRAVO;NUEVO LEON;CIENEGA DE FLORES;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.020.316;2.597.531;2020;22.6;Aceptable;27.32;Aceptable;1019.5;Fuertemente contaminada;24196;Fuertemente contaminada;24196;Fuertemente contaminada;;;92.8;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;SST,CF,E_COLI,;SI;SI;NO;NO;NO;ND;SI;SI;LOTICO
OCRBR5003M1;RIO SALINAS (AGUAS ABAJO LAGUNAS OXIDACION CIENEGA DE FLORES);RIO BRAVO;NUEVO LEON;GENERAL ZUAZUA;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.015.656;2.592.294;2020;12.4;Aceptable;91.25;Contaminada;90.8;Aceptable;24196;Fuertemente contaminada;24196;Fuertemente contaminada;;;16.1;Contaminada;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Rojo;DQO,CF,E_COLI,OD%L,;SI;NO;SI;NO;NO;ND;NO;SI;LOTICO
OCRBR5004M1;REAL SAN PEDRO;RIO BRAVO;NUEVO LEON;GENERAL ZUAZUA;RIO PESQUERIA;RIO SALINAS;LOTICO (HUMEDAL);RIO;-10.014.150;2.591.999;2020;12.5;Aceptable;25.08;Aceptable;343.6;Contaminada;241960;Fuertemente contaminada;241960;Fuertemente contaminada;;;83.1;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;SST,CF,E_COLI,;SI;SI;NO;NO;NO;ND;SI;SI;LOTICO
OCRBR5005M1;RIO SALINAS (AGUAS ARRIBA LAGUNA OXIDACION ZUAZUA);RIO BRAVO;NUEVO LEON;GENERAL ZUAZUA;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.010.119;2.589.146;2020;6.4;Aceptable;31.5;Aceptable;167.5;Contaminada;24196;Fuertemente contaminada;24196;Fuertemente contaminada;;;89.4;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;SST,CF,E_COLI,;SI;SI;NO;NO;NO;ND;SI;SI;LOTICO
OCRBR5006M1;RIO SALINAS (AGUAS ABAJO LAGUNA OXIDACION ZUAZUA);RIO BRAVO;NUEVO LEON;MARIN;RIO PESQUERIA;RIO SALINAS;LOTICO;RIO;-10.007.011;2.587.327;2020;18.8;Aceptable;24.24;Aceptable;158.75;Contaminada;24196;Fuertemente contaminada;24196;Fuertemente contaminada;;;93.7;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;SST,CF,E_COLI,;SI;SI;NO;NO;NO;ND;SI;SI;LOTICO
